custom_id,url,asin,brand,modelno,category1,pcategory1,category2,pcategory2,title,listprice,price,prodfeatures,techdetails,proddescrshort,proddescrlong,dimensions,imageurl,itemweight,shipweight,orig_prodfeatures,orig_techdetails
11,http://www.amazon.com/HP-TouchPad-Custom-Fit-Case/dp/B0055QYJKG/,B0055QYJKG,HP,FB343AA#AC3,Laptop Netbook Computer Accessories,Computer Accessories,,,HP TouchPad Custom Fit Case,29.99,25.04,,Lightweight protection for your HP TouchPad Folds to hold your tablet at an angle Easy access to the headphone jack and on off volume buttons,,Protect your HP TouchPad with this HP Case which doubles as a stand for your tablet. When you re on the go this lightweight case helps keep your tablet safe from dust and scratches. Watch videos and type easily by folding the case horizontally or vertically to hold your HP TouchPad at an angle. This HP case also has convenient holes that give you access to the headphone jack and on off volume buttons on your tablet. Plus you can charge your HP TouchPad without removing it from the case. Simply connect to the power charger included with your HP TouchPad or place your tablet in the optional HP Touchstone Charging Dock.,9.8 x 7.8 x 1.1 inches,http://ecx.images-amazon.com/images/I/31ZxsFM1KGL._SL500_AA300_.jpg,7.2 ounces,1 pounds,,<ul><li>Lightweight protection for your HP TouchPad</li> <li>Folds to hold your tablet at an angle</li> <li>Easy access to the headphone jack and on/off/volume buttons</li> </ul>
12,http://www.amazon.com/HP-LaserJet-P1606dn-CE749A-BGJ/dp/B0036TGGW8/,B0036TGGW8,HP,CE749A#BGJ,Laser Printers,Printers,,,HP LaserJet Pro P1606dn Printer CE749A BGJ,199.00,142.99,,250-sheet input tray Automatic Duplex Printing Hi-Speed USB 2.0 port 10 100 Ethernet networking 4 LED indicator lights 2 buttons 150-sheet face-down bin Up to 150 sheets output tray,HP LaserJet Pro P1606dn Printer,WHY BUY Save paper and time with auto two-sided printing    HP Auto-On Auto-Off Technology 1      Easy printer setup without using a CD 2            Enlarge       FUNCTIONS                     FEATURES                 Enlarge          Built-in Wireless Printing  Print from any room without using cables     Built-in Wired Networking  Share your printer with multiple people     Two-sided Printing  Save paper by printing on both sides automatically     Memory Card Slots  Print photos without using a PC     Color LCD Screen  Edit photos and or manage your printer easily     Expandable Memory   Add more memory sold separately to handle complex print jobs with ease     High-capacity Paper Tray   Refill paper less often with a tray that holds 250 sheets or more     Auto Document Feeder   Print multiple pages automatically              INCLUDED                NOT INCLUDED             SPECIFICATIONS         Print Speed    Up to 26 pages per minute first page out as fast as 7 seconds 3         Print From   Ethernet USB PC Mac Paper Handling    3 x 5 to 8.5 x 14 up to 8 000 pages per month                Enlarge         REMEMBER ORIGINAL HP TONER AND PAPER        SAVE     with X cartridges and combo pack s RECOMMENDED HP TONER 4              78A Black      2 100 pages  RECOMMENDED HP PAPER HP LaserJet Paper           HP Premium Choice LaserJet Paper                   MORE INFORMATION             Datasheet PDF Product Overview WHICH HP PRINTER IS RIGHT FOR YOU Compare the good better and best side-by-side             See Comparison Chart  HP Auto-On and Auto-Off capabilities subject to printer and settings.   HP Smart Install works with Windows only.   Exact speed varies depending on system configuration software application driver and document complexity.   Based on ISO IEC 19752 and continuous printing. Actual yields vary considerably based on images printed and other factors. For details see www.hp.com go learnaboutsupplies.,15.2 x 11.2 x 9.7 inches,http://ecx.images-amazon.com/images/I/41LeOldU6bL._SL500_AA300_.jpg,15.4 pounds,19.8 pounds,,"<ul><li>250-sheet input tray</li> <li>Automatic Duplex Printing</li> <li>Hi-Speed USB 2.0 port, 10/100 Ethernet networking</li> <li>4 LED indicator lights, 2 buttons</li> <li>150-sheet face-down bin, Up to 150 sheets output tray</li> </ul>"
13,http://www.amazon.com/HP-LaserJet-Black-Toner-Cartridge/dp/B003BFU4TI/,B003BFU4TI,HP,CE285A,Laser Printer Toner,Printer Ink Toner,,,HP 85A LaserJet Black Toner Print Cartridge - Retail Packaging CE285A,94.87,,,Get a great value for all your everyday business printing needs. Legendary HP reliability can save you time minimize downtime and deliver results you can count on. Simplify your printing experience with reliable easy-to-use printing and supplies management plus convenient free recycling. Produce bold crisp text and sharp black-and-white images Use HP LaserJet printers together with Original HP print cartridges to achieve consistent professional results,,HP LaserJet CE285A Black Print Cartridge with Smart Printing Technology,14.8 x 4.9 x 4.4 inches,http://ecx.images-amazon.com/images/I/41n7kP0zHmL._SL500_AA300_.jpg,1.1 pounds,2 pounds,,"<ul><li>Get a great value for all your everyday business printing needs.</li> <li>Legendary HP reliability can save you time, minimize downtime and deliver results you can count on.</li> <li>Simplify your printing experience with reliable, easy-to-use printing and supplies management, plus convenient, free recycling.</li> <li>Produce bold, crisp text and sharp black-and-white images</li> <li>Use HP LaserJet printers together with Original HP print cartridges to achieve consistent, professional results</li> </ul>"
14,http://www.amazon.com/HP-Envelope-feeder-75-sheets/dp/B0017OEZ6S/,B0017OEZ6S,HP,CB524A,Printers,Computers Accessories,,,HP - Envelope feeder - 75 sheets,299.00,267.24,,Catalog Publishing Type - Printer Envelope Feeders-Standard For Use With - HP LaserJet Printers Global Product Type - Printer Envelope Feeders OEM Compatible - OEM Post-Consumer Recycled Content Percent - 0,,75 Sheet Laserjet Envelope Feeder for LaserJet P4010 P4515 series Printers,16.8 x 13.0 x 8.2 inches,http://ecx.images-amazon.com/images/I/21XPczpmckL._SL500_AA300_.jpg,5.1 pounds,5 pounds,,<ul><li>Catalog Publishing Type - Printer Envelope Feeders-Standard</li> <li>For Use With - HP LaserJet Printers</li> <li>Global Product Type - Printer Envelope Feeders</li> <li>OEM/Compatible - OEM</li> <li>Post-Consumer Recycled Content Percent - 0 %</li> </ul>
15,http://www.amazon.com/Hawking-Hi-Gain-Outdoor-Wireless-300N-Repeater/dp/B003O7MY1E/,B003O7MY1E,Hawking Technology,HOW2R1,Wireless Access Points,Networking Products,,,Hawking Hi-Gain Outdoor Wireless-300N Dual Radio Smart Repeater,349.99,270.99,,Connects and repeats any 2.4GHz 802.11b g n Wireless Network Eliminate Wireless Dead Spots inside and outside your Home or Office with high power output of up to 200mW Increase your wireless distance of up to 8X and power output of up to 64X compared to a standard wireless 802.11g network Engineered with two WiFi radios - one receiving radio and one rebroadcasting radio Easy Setup Install and Configure in less than 1 Minute,Unleash your Wireless Network with the Hawking Hi-Gain Outdoor 2.4GHz Wireless-300N Dual Radio Smart Repeater HOW2R1. The HOW2R1 outdoor smart repeater connects and repeats your existing wireless network with up to 64X the power output and 8X the distance of a standard Wireless-G device. Similar to the Hawking s HW2R1 Smart Repeater with dual radio design the HOW2R1 Outdoor Smart Repeater is engineered with two powerful Wi-Fi radios one radio is dedicated to receiving signals from a wireless source access point or router and the other radio is used to rebroadcasting wireless signals throughout your surroundings. To further enhance its wireless range and coverage the WiFi receiving radio is connected to an 11dBi directional antenna integrated internally in the HOW2R1. In addition two external 5dBi antennas are connected to the rebroadcasting WiFi radio to effectively elimnates wireless deadspots inside and outside of your home or office. This powerful repeater is not only robustly design to withstand outdoor environment it also packed with wireless security features such as MAC access control IEEE 802.11x authentication WPA WPA2 hidden ESSID and the basic WEP encryption. With data transfer rate of up to 300Mbps the HOW2R1 is an ideal solution for High Performance Wireless Solution extending your wireless signals for your home or your business or providing wireless access to RV parks or Marine docks. The possibilities are endless.,Expand your wireless network coverage with the Hawking Hi-Gain Wireless-300N Dual Radio Smart Repeater. Designed for outdoor use the Smart Repeater is an advanced wireless device that extends and boosts Wi-Fi reception. Using its two Wi-Fi radios the device connects to your wireless Internet connection and repeats the signal so you get increased coverage--even in hard-to-reach areas or dead spots.          Hi-Gain Outdoor Wireless-300N  Dual Radio Smart Repeater    Wireless repeater provides fast easy connections to local Wi-Fi hotspots     Dual-radio design expands wireless network and eliminates dead spots     Rugged waterproof design for outdoor use     Built-in firewall provides secure connections     Simple three-step installation                     A dual-radio design gives you better range that eliminates dead spots.  View larger .       Dual-Radio Design Eliminates Wi-Fi Dead Spots   Thanks to the Smart Repeater s dual-radio design you can achieve a wireless signal with five times the range of a standard Wireless-G network. The repeater uses two Wi-Fi radios--one dedicated receiving radio and one dedicated rebroadcasting radio--to ensure a robust Wi-Fi signal over a large area. To further enhance its wireless range and coverage the receiving radio is connected to an internal 11dBi directional antenna. In addition two external 5dBi antennas are connected to the rebroadcasting WiFi radio. This effectively eliminates dead spots and incomplete connections allowing you to stay in touch no matter where you are. And with its high-speed 300Mbps networking capabilities the repeater will give you a fast connection.           The weather-proof design makes it ideal for outdoor use.  View larger .       Heavy-Duty Design for Outdoor Use   Intended for outdoor use the Smart Repeater has a durable design that can withstand the elements. Its outdoor enclosure is sturdy and watertight and all of its components are waterproof. A waterproof gasket kit is included for coating the RJ-45 Ethernet jack so you won t have to worry about water damage to the repeater.   Built-In Firewall Ensures a Safe Connection   With a built-in full-featured firewall the Smart Repeater protects your computer with sophisticated security software. You can work confidently knowing that your connection is secure.           An outdoor mounting kit is included for easy installation on walls and poles.  View larger .       Power-Over-Ethernet Injector Reduces Cable Clutter   The Smart Repeater also comes with a power-over-Ethernet injector. This convenient accessory eliminates the need for a separate power cord instead power is transmitted to the repeater through your Ethernet cable. This helps reduce cable clutter and saves you the trouble of running a power cord outdoors. For added convenience the cable can connect up to 300 feet and is extendable using an Ethernet switch.   Installs in Three Easy Steps   You can install the Smart Repeater in three simple steps mount and power up device connect your computer using Wi-Fi or an Ethernet cable and scan and connect to outside wireless networks. You ll be up and running in under a minute.   The Hi-Gain Outdoor Wireless-300N Dual Radio Smart Repeater is backed by an 1-year warranty.   What s in the Box   Hawking Outdoor Hi-Gain Wireless-300N Dual Radio Smart Repeater two Hi-Gain outdoor antennas power-over-Ethernet DC injector L-shaped antenna connector waterproof gasket kit for RJ-45 power cable and power transformer Ethernet cable wall and pole mounting kit and setup CD-ROM with user manual.                   See how it works .                     View wireless comparison with and without Hawking Repeater .,11.2 x 10.0 x 3.8 inches,http://ecx.images-amazon.com/images/I/31neFFlw2fL._SL500_AA300_.jpg,4 pounds,5 pounds,,<ul><li>Connects and repeats any 2.4GHz 802.11b/g/n Wireless Network</li> <li>Eliminate Wireless Dead Spots inside and outside your Home or Office with high power output of up to 200mW</li> <li>Increase your wireless distance of up to 8X and power output of up to 64X compared to a standard wireless 802.11g network*</li> <li>Engineered with two WiFi radios - one receiving radio and one rebroadcasting radio</li> <li>Easy Setup: Install and Configure in less than 1 Minute</li> </ul>
16,http://www.amazon.com/Griffin-Technology-PowerJolt-Charger-iPhone/dp/B003LGMJ4U/,B003LGMJ4U,Griffin Technology,GC23090,Chargers Adapters,Touch Screen Tablet Accessories,,,Griffin Technology PowerJolt SE 2 amp Power Charger for iPad iPhone and iPod Black,24.99,14.26,,Charge iPod or iPhone from 12V cigarette lighter or accessory socket Integrated one-piece cable design nothing to misplace LED power indicator 2-amp capacity for fastest possible charging Built-in circuit protection,,Plug into the cigarette lighter or accessory socket in your car s dashboard or console and charge your iPod or iPhone while you travel. An LED ring lights up to show that PowerJolt is receiving power and is ready to charge. 2-amp output level means fastest possible charging for your iPad iPhone or iPod. Built-in circuit protection keeps power at safe levels.,7.1 x 5.0 x 1.2 inches,http://ecx.images-amazon.com/images/I/31nLYwNKlqL._SL500_AA300_.jpg,4.2 ounces,1 pounds,,"<ul><li>Charge iPod or iPhone from 12V cigarette lighter or accessory socket</li> <li>Integrated, one-piece cable design; nothing to misplace</li> <li>LED power indicator</li> <li>2-amp capacity for fastest possible charging</li> <li>Built-in circuit protection</li> </ul>"
17,http://www.amazon.com/Goldtouch-USB-Numeric-Keypad-Hub/dp/B0006V5OC2/,B0006V5OC2,Goldtouch,GTC-0033,Access-Control Keypads,Accessories,,,Goldtouch USB Numeric Keypad Hub - Keypad - USB - 22 keys - white,49.00,37.92,,Sold Individually,,GOLDTOUCH NUMBERIC KEYPAD USB PUTTY PC BY ERGOGUYS,6.5 x 5.8 x 1.8 inches,http://ecx.images-amazon.com/images/I/31nOhpuS2xL._SL500_AA300_.jpg,12 ounces,12 ounces,,<ul><li>Sold Individually</li> </ul>
18,http://www.amazon.com/Garmin-Oregon-450t-Handheld-Navigator/dp/B00313JX56/,B00313JX56,Garmin,010-00697-41,Handheld GPS,GPS Navigation,,,Garmin Oregon 450t Handheld GPS Navigator,499.99,399.86,,3-axis tilt-compensated electronic compass and barometric altimeter Improved 3 sunlight-readable color touchscreen display enhanced clarity Preloaded U.S. Topo 100K Wirelessly share routes tracks waypoints and geocaches between units High-sensitivity GPS receiver with HotFix for improved performance and reception,Garmin Oregon 450t GPS Tap the touchscreen then hit the trail with the Garmin Oregon 450t GPS . This next-generation handheld features a rugged touchscreen along with preloaded topographic maps 3-D map views a high-sensitivity receiver barometric altimeter electronic compass microSD card slot picture viewer and more. Even exchange tracks waypoints routes and geocaches wirelessly between similar units. The Oregon 450t leads the way with a tough 3  7.62 cm diagonal sunlight-readable color touchscreen display that offers crystal clear enhanced colors and high-resolution images. Its easy-to-use interface means you ll spend more time enjoying the outdoors and less time searching for information. With user-selectable dashboards you can customize the appearance of your display. Both durable and waterproof Oregon 450t is built to withstand the elements bumps dust dirt humidity and water are no match for this rugged navigator. Oregon s preloaded U.S. or European topographic maps 3-D map view and a built-in worldwide basemap with shaded relief give you all the tools for serious climbing or hiking. Map detail includes national state and local parks and forests along with terrain contours elevation information trails rivers lakes and points of interest. Just in case you are wondering how steep that hill really is Oregon s 3-D map view helps you visualize your surroundings giving you a better perspective of the elevation.,Tap the touchscreen then hit the trail with Oregon 450t. This next-generation handheld features a rugged touchscreen along with preloaded topographic maps 3-D map views a high-sensitivity receiver barometric altimeter electronic compass microSD card slot picture viewer and more. Even exchange tracks waypoints routes and geocaches wirelessly between similar units.   Touch and Go   Oregon 450t leads the way with a tough 3-inch diagonal sunlight-readable color touchscreen display that offers crystal clear enhanced colors and high-resolution images. Its easy-to-use interface means you ll spend more time enjoying the outdoors and less time searching for information. With user-selectable dashboards you can customize the appearance of your display. Both durable and waterproof Oregon 450t is built to withstand the elements. Bumps dust dirt humidity and water are no match for this rugged navigator.   Explore Backcountry in 3-D               3-axis compass view.                   Geocaching view.                     Map and compass view.                   Upcoming elevation view.             Oregon s preloaded U.S. or European topographic maps 3-D map view and a built-in worldwide basemap with shaded relief give you all the tools for serious climbing or hiking. Map detail includes national state and local parks and forests along with terrain contours elevation information trails rivers lakes and points of interest. Just in case you re wondering how steep that hill really is Oregon s 3-D map view helps you visualize your surroundings giving you a better perspective of the elevation.   Share Wirelessly   With Oregon 450t you can share your waypoints tracks routes and geocaches wirelessly other compatible Oregon Colorado and Dakota users. Now you can send your favorite hike to your friend to enjoy or the location of a cache to find. Sharing data is easy. Just touch send to transfer your information to similar units.   Find Fun   Oregon 450t supports Geocaching.com GPX files for downloading geocaches and details straight to your unit. By going paperless you re not only helping the environment but also improving efficiency. Oregon stores and displays key information including location terrain difficulty hints and descriptions which means no more manually entering coordinates and paper print outs Simply upload the GPX file to your unit and start hunting for caches. Show off photos of your excursions with Oregon s picture viewer. Slim and lightweight Oregon is the perfect companion for all your outdoor pursuits.   Get Your Bearings   Oregon 450t has a built-in 3-axis tilt-compensated electronic compass which shows your heading even when you re standing still without holding it level. Its barometric altimeter tracks changes in pressure to pinpoint your precise altitude and you can even use it to plot barometric pressure over time which can help you keep an eye on changing weather conditions. See changes in your elevation ahead of you and where you ve been with enhanced track navigation. With its high-sensitivity WAAS-enabled GPS receiver and HotFix satellite prediction Oregon 450t locates your position quickly and precisely and maintains its GPS location even in heavy cover and deep canyons.   Add Maps   Conveniently plug in optional preloaded microSD cards for all your outdoor activities on land or water see the Maps tab for compatible maps . Just insert a MapSource card with detailed street maps and Oregon provides turn-by-turn directions to your destination. Access whitewater runs or explore equestrian trails by purchasing US Trailmaps for Whitewater and Equestrian. Or you can add regional detailed trail and lake information with our TOPO U.S. 24K maps. With BlueChart g2 you ll get everything you need for a great day on the water including depth contours navaids and harbors. The card slot is located inside the waterproof battery compartment so you don t have to worry about getting it wet.   Get Connected   You ve been busy exploring and now you want to store and analyze your activities. With a simple connection to your computer and to the Internet you can get a detailed analysis of your activities and send tracks to your outdoor device using Garmin Connect. This one-stop site offers an activity table and allows you to view your activities on a map using Google Earth. Explore other routes uploaded by millions of Garmin Connect users and share your experiences on Twitter and Facebook. Getting started is easy so get out there explore and share.   Oregon 450t Touch the great outdoors.   What s in the Box  Oregon 450t carabiner clip USB cable and quick start manual,4.5 x 2.3 x 1.4 inches,http://ecx.images-amazon.com/images/I/51ktGtt9%2BDL._AA300_.jpg,11.2 ounces,1 pounds,,"<ul><li>3-axis tilt-compensated electronic compass and barometric altimeter</li> <li>Improved 3"" sunlight-readable, color, touchscreen display, enhanced clarity</li> <li>Preloaded U.S. Topo 100K</li> <li>Wirelessly share routes, tracks, waypoints and geocaches between units</li> <li>High-sensitivity GPS receiver with HotFix for improved performance and reception</li> </ul>"
19,http://www.amazon.com/Fujitsu-ScanSnap-Instant-Sheet-Fed-Macintosh/dp/B001XWCQO2/,B001XWCQO2,Fujitsu,PA03586-B105,Scanners,Computers Accessories,,,Fujitsu ScanSnap S1500M Instant PDF Sheet-Fed Scanner for the Macintosh,495.00,418.99,,Image Sensor CCD Scan Resolution 600 x 600 dpi Hardware 600 dpi Optical Maximum Scan Speed 20ppm Color  20ppm Grayscale  20ppm Monochrome Media Type Plain Paper Business Card Media Size 8.50 x 14.17 2 x 2 A4 A5 A6 B5 B6 Letter Legal Custom Size,,Included items 1 USB cable 2.0 1 ScanSnap CarrierSheet 1 Safety Precautions 1 AC adapter 1 Adobe Acrobat 8 Professional DVD-ROM 1 Set-up DVD-ROM 1 AC cable and 1 Getting Started,11.5 x 6.3 x 6.2 inches,http://ecx.images-amazon.com/images/I/3193whON77L._SL500_AA300_.jpg,9.8 pounds,10 pounds,,"<ul><li>Image Sensor: CCD</li> <li>Scan Resolution: 600 x 600 dpi Hardware / 600 dpi Optical</li> <li>Maximum Scan Speed: 20ppm (Color) / 20ppm (Grayscale) / 20ppm (Monochrome)</li> <li>Media Type: Plain Paper, Business Card</li> <li>Media Size: 8.50"" x 14.17"", 2"" x 2"", A4, A5, A6, B5, B6, Letter, Legal, Custom Size</li> </ul>"
20,http://www.amazon.com/Folding-Multi-Position-Motorola-Transformer-Tablets/dp/B0058POH1U/,B0058POH1U,Accessory Genie,,Touch Screen Tablet Accessories,Computer Accessories,,,Slim Folding Multi-Position Tablet Stand for Galaxy Tab Motorola XOOM ASUS Eee Pad Transformer and Many Other Tablets Includes Micro USB Cable,29.99,14.99,,Ultra-slim design for easy portability and storage Easy folding stand construction sets up in seconds 8 position points for the optimal viewing angle Fits any size tablet with or without a case on Great for Face Time games phone calls pictures movies music emails surfing the web and more,,Ultra-Thin Portable Design   This thin portable tablet stand is perfect for use when traveling at home or in the office Its simple and compact design is only 0.5 thick when folded.    Lightweight Durable Construction  The super-light construction only weighs 0.3 lbs. Durable positioning bar locks into the angle slots while rubber grips keep the stand steady and in place creating a secure stand for your tablet.    Fast and Easy Set-Up   Just pop the stand out and place the positioning bar in one of the 8 slots for your desired viewing angle. Great for using your tablet in portrait or landscape view. Position the stand in a flat angle for easy typing games and browsing the web or position at a tall angle for watching movies listening to music viewing pictures and MORE Compatible With 10-Inch Tablets    Samsung Galaxy Tab 10.1  GT-P7510MAYXAB GT-P7510MAVXAB   ASUS Eee Pad Transformer  TF101-B1 TF101-A1   Lenovo Ideapad K1   ViewSonic  gTablet  Motorola XOOM    HP TouchPad  FB355UA ABA FB359UA ABA   Acer Iconia Tab  A500-10S16u W500-BZ467 A500 W500   Toshiba Thrive  AT105-T108 AT105-T1016 AT105-T1032   Archos  101   iPad  MB292LL A MB293LL A MB294LL A MC349LL A MC496LL A MC497LL A   iPad 2  MC755LL A MC763LL A MC764LL A MC769LL A MC770LL A MC773LL A MC774LL A MC775LL A MC916LL A MC979LL A MC980LL A MC981LL A MC982LL A MC983LL A MC984LL A MC985LL A MC986LL A MC987LL A   8-Inch Tablets   Coby Kyros  MID8024-4G   HP Slate  DR9278    7-Inch Tablets Only in Landscape View Samsung Galaxy Tab  GT-P1010CWAXAR   Coby Kyros  MID7024-4G   Dell Streak  STREAK7-16WiFiGray   BlackBerry PlayBook  PRD-38548-002   ViewSonic  ViewPad    And many other tablets,,http://ecx.images-amazon.com/images/I/5192RCIt3lL._SL500_AA300_.jpg,,,,"<ul><li>Ultra-slim design for easy portability and storage</li> <li>Easy folding stand construction sets up in seconds</li> <li>8 position points for the optimal viewing angle</li> <li>Fits any size tablet with or without a case on</li> <li>Great for Face Time, games, phone calls, pictures, movies, music, emails, surfing the web and more!</li> </ul>"
21,http://www.amazon.com/Energizer-Max-Alkaline-Size-pack/dp/B000JCCT9Y/,B000JCCT9Y,Energizer,E95FP-8,D,Household Batteries,,,Energizer Max Alkaline Batteries,20.61,14.43,,,Eveready D Cell Alkaline Battery E95FP-8 922,Energizer Max Batteries  Energizer Max batteries provide long-lasting dependable power for your everyday devices. Energizer MAX is the perfect alkaline battery when you need power that lasts and performance you can count on. A flashlight to lead the way. A smoke detector to alert you. Or simply a radio to play your favorite song. Also ideal for games and toys clocks and much more.                      World s 1st Zero Mercury Alkaline Battery Energizer is a leader in the industry in powering people s lives responsibly Commercially available since 1991                 Up to 7 years shelf life 7 years on AA AAA C and D and up to 5 years shelf life on 9V               Ideal for the devices you use every day from toys to video game controllers to flashlights             Available in multiple cell sizes to power your whole house.          Energizer Max AA Energizer Max AAA Energizer Max C Energizer Max D Energizer Max 9V Energizer Stands for Innovation and Performance Energizer is a global leader in the dynamic business of providing power solutions with a full portfolio of products including Energizer brand battery products Energizer MAX premium alkaline Energizer Ultimate Lithium Energizer Advanced Lithium Rechargeable batteries and charging systems and portable flashlights and lanterns.  Energizer continues to fulfill its role as a technology innovator by redefining portable power solutions to meet people s active lifestyle needs for today and tomorrow with Energizer Energi To Go chargers for rechargeable portable devices charging systems for wireless video-game controllers and specialty batteries for hearing aids health and fitness devices as well as for keyless remote entry systems toys and watches. Energizer is redefining where energy technology and freedom meet to help people stay connected and on the go at work and at play.  Visit  www.energizer.com  for more information and find us on Facebook  www.facebook.com energizerbunny .              Reusable Power      High Tech      Everyday Life                  Energizer Recharge 2300 mAh holds charge longer AA comes precharged for immediate use vs. Energizer AA 2450 mAh based on 12 month charge retention        Ideal for use in your household devices such as digital cameras toys remote controls flashlights and portable audio players      Available Cell Sizes AA  AAA  C  D  9V                     Energizer Advanced Lithium Lasts 30 longer in handheld games AA only  Lasts up to 4X longer in digital cameras  Up to 10 years shelf life vs. Energizer Max. Results vary by device        Ideal for use in digital cameras handheld GPS devices photo flashes and video-game accessories      Available Cell Sizes AA  AAA  9V                         Energizer Ultimate Lithium Lasts up to 8X longer in digital cameras  Performs in extreme temperatures from -40 degrees F to 140 degrees F  Up to 15 years shelf life vs. Energizer Max. Results vary by camera        Ideal for use in digital cameras handheld GPS devices photo flashes and video-game accessories      Available Cell Sizes AA  AAA                           Energizer Max Makers of the World s 1st Zero Mercury alkaline battery  Up to 7 years of shelf life for AA AAA C and D and up to 5 years of shelf life for 9V Commercially available since 1991        Ideal for the devices you use every day--from toys to video game controllers to flashlights      Available Cell Sizes AA  AAA  C  D  9V C 2011 Energizer. Energizer Energizer Bunny design card and label graphics and shape and other marks are trademarks of Energizer.,5.3 x 2.7 x 2.4 inches,"http://ecx.images-amazon.com/images/I/51aERvcK-YL._AA300_PIbundle-1,TopRight,0,0AA300_SH20_.jpg",,2.6 pounds,,
22,http://www.amazon.com/Emerge-Tech-Retractable-Cable-White/dp/B000CRUZ7Y/,B000CRUZ7Y,Emerge Tech,ETIPODUSB,MP3 Player Accessories,MP3 Players Accessories,,,Emerge Tech Retractable USB Cable for iPod White,17.99,4.99,,Ipod Usb 2.0 Sync Cable Works With All Ipods amp Shuffle Transfer Data At Up To 480 Mbps 3.2-Ft Total Expanded Length Sync amp Charge Capabilities No Docking Unit Necessary White,,The ReTrak retractable USB cable is the perfect way to sync or charge your iPod to any computer with USB. The retractable cable is great for travel yet easily expands to the desired length without the clutter of unwanted cable.,6.5 x 4.5 x 1.0 inches,http://ecx.images-amazon.com/images/I/21L%2Bviju8FL._SL500_AA300_.jpg,2.4 ounces,1 pounds,,<ul><li>Ipod Usb 2.0 Sync Cable</li> <li>Works With All Ipods &amp; Shuffle; Transfer Data At Up To 480 Mbps; 3.2-Ft Total Expanded Length;</li> <li>Sync &amp; Charge Capabilities; No Docking Unit Necessary;* White</li> </ul>
23,http://www.amazon.com/Ematic-Premium-Accessory-Touch-Newest/dp/B003922SB0/,B003922SB0,XO Vision,EI026GP,MP3 Player Accessories,MP3 Players Accessories,,,Ematic 10 in 1 Premium Accessory Kit for iPod Touch 3rd Gen Newest Model,,19.99,,USB AC wall charger eliminates the need for a computer when charging your iPod or MP3 player Car Charger Allows you to charge your device while traveling 3.5 mm cable allows you to connect your iPod or MP3 player to your car stereo or home theater system via AUX input Audio splitter allows two headphones to be connected simultaneously Screen Protector Ensures that it remains scratch-free Cleaning Cloth is ideal for keeping your player nice amp clean,,This Ematic iPod Accessory Kit Features Everything You Need In Order To Get The Most Out Of Your iPod Touch. E-matic is dedicated to enhancing your entertainment experience. USB AC wall charger eliminates the need for a computer when charging your iPod or MP3 player. Car Charger Allows you to charge your device while traveling 3.5 mm cable allows you to connect your iPod or MP3 player to your car stereo or home theater system via AUX input . Audio splitter allows two headphones to be connected simultaneously. Screen Protector Ensures that it remains scratch-free Cleaning Cloth is ideal for keeping your player nice amp clean. Leather Case and Armband let you enjoy your player on the move and in style. Airplane Adapter Allows you to conveniently connect to most aircraft entertainment systesm using your ipod headphones. Portable Speakers let you enjoy your music loud and clear.,9.8 x 7.8 x 2.0 inches,http://ecx.images-amazon.com/images/I/41S4sGLk1mL._SL500_AA300_.jpg,1 pounds,2 pounds,,"<ul><li>USB/AC wall charger eliminates the need for a computer when charging your iPod or MP3 player</li> <li>Car Charger Allows you to charge your device while traveling</li> <li>3.5 mm cable allows you to connect your iPod or MP3 player to your car stereo or home theater system (via AUX input)</li> <li>Audio splitter allows two headphones to be connected simultaneously</li> <li>Screen Protector Ensures that it remains scratch-free, Cleaning Cloth is ideal for keeping your player nice &amp; clean</li> </ul>"
24,http://www.amazon.com/EDGE-SD-Gaming-Cards-memory/dp/B002C9E3PA/,B002C9E3PA,Edge,SD Gaming Cards,Computer Components,Computers Accessories,,,EDGE SD Gaming Cards - Flash memory card - 1 GB - 130x - SD,,9.00,,Manufactured to the Highest Quality Available. With True Enhanced Performance. Latest Technical Development.,,Edge Tech Corp 1GB Secure Digital SD Gaming Card EDGDM-222666-PE Flash Memory,,http://ecx.images-amazon.com/images/I/41BRC8cBu4L._SL500_AA300_.jpg,1.6 ounces,1.6 ounces,,<ul><li>Manufactured to the Highest Quality Available.</li> <li>With True Enhanced Performance.</li> <li>Latest Technical Development.</li> </ul>
25,http://www.amazon.com/EDGE-Memory-240-pin-PC2-5300-registered/dp/B001P817Q2/,B001P817Q2,Edge,X5290A-Z-PE,Audio Video Accessories,Accessories Supplies,,,EDGE - Memory - 16 GB 2 x 8 GB - DIMM 240-pin - DDR2 - 667 MHz PC2-5300 - registered - ECC,,594.83,,ALWAYS FREE SHIPPING WITHIN THE USA,,Edge Tech Corp 16GB DDR2 SDRAM Memory Module X5290A-Z-PE Memory,,http://ecx.images-amazon.com/images/I/21G8vWNbIML._SL500_AA300_.jpg,1 ounces,1 ounces,,<ul><li>ALWAYS FREE SHIPPING WITHIN THE USA</li> </ul>
